Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 2	Peptides Scram	Peptides 4	Peptides 5	Peptides 6	Peptides 7	Peptides A1	Peptides A2	Peptides ALL	Peptides combine	Peptides N1	Peptides N2	Peptides none	Peptides O3	Razor + unique peptides 2	Razor + unique peptides Scram	Razor + unique peptides 4	Razor + unique peptides 5	Razor + unique peptides 6	Razor + unique peptides 7	Razor + unique peptides A1	Razor + unique peptides A2	Razor + unique peptides ALL	Razor + unique peptides combine	Razor + unique peptides N1	Razor + unique peptides N2	Razor + unique peptides none	Razor + unique peptides O3	Unique peptides 2	Unique peptides Scram	Unique peptides 4	Unique peptides 5	Unique peptides 6	Unique peptides 7	Unique peptides A1	Unique peptides A2	Unique peptides ALL	Unique peptides combine	Unique peptides N1	Unique peptides N2	Unique peptides none	Unique peptides O3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 2	Identification type Scram	Identification type 4	Identification type 5	Identification type 6	Identification type 7	Identification type A1	Identification type A2	Identification type ALL	Identification type combine	Identification type N1	Identification type N2	Identification type none	Identification type O3	Sequence coverage 2 [%]	Sequence coverage Scram [%]	Sequence coverage 4 [%]	Sequence coverage 5 [%]	Sequence coverage 6 [%]	Sequence coverage 7 [%]	Sequence coverage A1 [%]	Sequence coverage A2 [%]	Sequence coverage ALL [%]	Sequence coverage combine [%]	Sequence coverage N1 [%]	Sequence coverage N2 [%]	Sequence coverage none [%]	Sequence coverage O3 [%]	Intensity	Intensity 2	Intensity Scram	Intensity 4	Intensity 5	Intensity 6	Intensity 7	Intensity A1	Intensity A2	Intensity ALL	Intensity combine	Intensity N1	Intensity N2	Intensity none	Intensity O3	LFQ intensity 2	LFQ intensity Scram	LFQ intensity 4	LFQ intensity 5	LFQ intensity 6	LFQ intensity 7	LFQ intensity A1	LFQ intensity A2	LFQ intensity ALL	LFQ intensity combine	LFQ intensity N1	LFQ intensity N2	LFQ intensity none	LFQ intensity O3	MS/MS count 2	MS/MS count Scram	MS/MS count 4	MS/MS count 5	MS/MS count 6	MS/MS count 7	MS/MS count A1	MS/MS count A2	MS/MS count ALL	MS/MS count combine	MS/MS count N1	MS/MS count N2	MS/MS count none	MS/MS count O3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions

ENSMODG00000019087|ENSMODT00000024247;ENSMODG00000019087|ENSMODT00000041810	ENSMODG00000019087|ENSMODT00000024247;ENSMODG00000019087|ENSMODT00000041810	1;1	1;1	1;1	ENSMODG00000019087|ENSMODT00000024247;ENSMODG00000019087|ENSMODT00000041810	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2.5	2.5	2.5	53.227	471	471;488	0	1.7583	By matching	By matching	By matching	By matching		By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	2.5	2.5	2.5	2.5	0	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	67063000	1696000	3559600	480400	1363000	0	1586600	24258000	28294000	594680	17653	72138	44429	81036	5016300	0	0	0	0	0	0	0	0	0	0	0	0	216280	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1				397	1916	True	2029	20526;20527;20528;20529;20530;20531;20532;20533;20534;20535;20536;20537;20538;20539	9091	9091	121	375

ENSMODG00000019123|ENSMODT00000024290	ENSMODG00000019123|ENSMODT00000024290	9	8	8	ENSMODG00000019123|ENSMODT00000024290	1	9	8	8	5	9	7	8	1	4	8	8	8	1	4	3	0	9	4	8	6	7	1	3	7	7	7	0	3	2	0	8	4	8	6	7	1	3	7	7	7	0	3	2	0	8	30.6	27.4	27.4	47.967	445	445	0	55.897	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching		By MS/MS	19.3	30.6	28.5	30.6	1.8	16.6	30.3	30.3	30.6	3.1	11	9	0	30.6	166320000	1725400	33036000	963400	13553000	9275.9	599020	27443000	75429000	4731200	0	240870	301370	0	8287400	1884300	19353000	753850	9942700	0	701740	13742000	13461000	3563000	0	239610	425800	0	6422600	4	10	2	7	0	2	5	4	3	0	2	0	0	9	48				398	526;636;637;807;1841;1887;1983;2137;2298	True;True;True;False;True;True;True;True;True	566;682;683;869;1949;1998;2098;2266;2267;2433	5718;5719;5720;5721;5722;5723;5724;5725;5726;5727;5728;5729;6731;6732;6733;6734;6735;6736;6737;6738;6739;6740;6741;6742;6743;8481;8482;8483;8484;8485;8486;8487;8488;8489;8490;8491;8492;8493;8494;8495;19788;19789;19790;19791;19792;19793;19794;20191;20192;20193;20194;20195;20196;20197;21300;21301;21302;21303;21304;21305;21306;22942;22943;22944;22945;22946;22947;22948;22949;22950;22951;22952;22953;22954;22955;22956;22957;22958;22959;22960;22961;22962;22963;22964;22965;22966;22967;24543;24544;24545;24546;24547;24548;24549;24550;24551	2622;2623;2624;2625;2626;2627;2628;3015;3016;3017;3018;3019;3020;3021;3022;3850;3851;3852;3853;3854;3855;3856;3857;3858;3859;8773;8941;8942;8943;9406;9407;9408;9409;9410;9411;10085;10086;10087;10088;10089;10090;10091;10092;10093;10094;10095;10096;10097;10098;10099;10100;10811;10812;10813;10814;10815;10816;10817	2626;3015;3022;3858;8773;8942;9409;10096;10811	122	366

ENSMODG00000019205|ENSMODT00000024403	ENSMODG00000019205|ENSMODT00000024403	13	13	13	ENSMODG00000019205|ENSMODT00000024403	1	13	13	13	9	2	12	12	11	8	1	2	13	0	0	0	0	2	9	2	12	12	11	8	1	2	13	0	0	0	0	2	9	2	12	12	11	8	1	2	13	0	0	0	0	2	34.6	34.6	34.6	55.181	491	491	0	65.7	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS					By MS/MS	28.1	5.5	32.8	34.6	31.4	20.4	3.5	5.5	34.6	0	0	0	0	5.5	26002000	2246800	681800	2658700	1992100	12110000	997840	586780	390020	4191200	0	0	0	0	146930	3931100	2059800	2779400	1272500	37522000	1955600	882050	671810	3309400	0	0	0	0	934470	6	1	6	5	16	5	0	1	9	0	0	0	0	1	50				399	74;525;726;746;779;1097;1098;1202;1606;1847;2108;2737;2738	True;True;True;True;True;True;True;True;True;True;True;True;True	81;565;784;807;841;1167;1168;1276;1689;1955;2233;2891;2892	741;742;743;744;745;746;747;748;5713;5714;5715;5716;5717;7763;7764;7765;7766;7767;7918;7919;7920;7921;8231;8232;8233;8234;8235;8236;8237;8238;8239;8240;8241;8242;11553;11554;11555;11556;11557;11558;11559;11560;11561;11562;11563;11564;11565;11566;11567;11568;11569;11570;11571;11572;11573;12680;12681;12682;12683;12684;12685;12686;12687;12688;12689;12690;12691;12692;17220;17221;17222;17223;17224;17225;17226;17227;17228;17229;17230;17231;17232;17233;17234;17235;17236;19833;19834;19835;19836;19837;19838;22629;22630;22631;28915;28916;28917;28918;28919;28920;28921;28922;28923;28924;28925;28926	359;2620;2621;3521;3522;3590;3734;3735;3736;3737;3738;3739;3740;3741;3742;3743;5242;5243;5244;5245;5246;5247;5248;5249;5250;5739;5740;7691;7692;7693;7694;7695;7696;7697;7698;7699;7700;7701;7702;7703;7704;8794;8795;8796;9961;9962;12722;12723;12724;12725	359;2620;3522;3590;3743;5242;5248;5739;7697;8796;9961;12722;12723		

ENSMODG00000019226|ENSMODT00000024428	ENSMODG00000019226|ENSMODT00000024428	1	1	1	ENSMODG00000019226|ENSMODT00000024428	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	2.3	2.3	2.3	80.306	693	693	1	-2								By MS/MS			By MS/MS			By MS/MS	0	0	0	0	0	0	0	2.3	0	0	2.3	0	0	2.3	4022600	0	0	0	0	0	0	0	1532800	0	0	1945800	0	0	544050	0	0	0	0	0	0	0	0	0	0	0	0	0	297670	0	0	0	0	0	0	0	2	0	0	1	0	0	2	5	+			400	1684	True	1769	18014;18015;18016;18017;18018;18019;18020	7984;7985;7986;7987;7988	7985	123	1

ENSMODG00000019297|ENSMODT00000024512;ENSMODG00000016415|ENSMODT00000020868;ENSMODG00000001044|ENSMODT00000001263	ENSMODG00000019297|ENSMODT00000024512;ENSMODG00000016415|ENSMODT00000020868	11;7;1	11;7;1	11;7;1	ENSMODG00000019297|ENSMODT00000024512;ENSMODG00000016415|ENSMODT00000020868	3	11	11	11	11	7	11	11	6	11	11	11	11	2	10	9	3	11	11	7	11	11	6	11	11	11	11	2	10	9	3	11	11	7	11	11	6	11	11	11	11	2	10	9	3	11	50	50	50	17.671	154	154;156;88	0	67.135	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	50	42.2	50	50	38.3	50	50	50	50	9.7	50	49.4	24.7	50	157070000	4281500	617940	4030500	3381300	429830	5396300	23064000	68060000	12682000	208730	2442900	1446900	72791	30954000	4010900	257370	3460900	3053600	2762100	5514500	5289600	12149000	10782000	22726000	447800	775130	288200	19478000	8	0	7	10	3	9	5	8	8	2	2	0	0	7	69				401	734;1135;1308;1340;1374;1448;1469;1674;1804;2583;2584	True;True;True;True;True;True;True;True;True;True;True	792;793;1206;1385;1418;1452;1529;1550;1758;1908;2733;2734	7817;7818;7819;7820;7821;7822;7823;7824;7825;7826;7827;7828;7829;7830;7831;7832;7833;7834;11956;11957;11958;11959;11960;11961;11962;11963;11964;11965;11966;13781;13782;13783;13784;13785;13786;13787;13788;13789;13790;13791;14136;14137;14138;14139;14140;14141;14142;14143;14144;14145;14146;14147;14148;14149;14150;14151;14152;14153;14154;14155;14156;14157;14158;14159;14160;14161;14162;14163;14164;14165;14166;14167;14558;14559;14560;14561;14562;14563;14564;14565;14566;14567;14568;14569;15411;15412;15413;15414;15415;15416;15417;15418;15419;15420;15421;15422;15423;15610;15611;15612;15613;15614;15615;15616;15617;15618;15619;15620;15621;17929;17930;17931;17932;17933;17934;17935;17936;17937;19347;19348;19349;19350;19351;19352;19353;19354;19355;19356;19357;19358;19359;19360;19361;19362;19363;19364;19365;19366;19367;19368;27431;27432;27433;27434;27435;27436;27437;27438;27439;27440;27441;27442;27443;27444;27445;27446;27447;27448;27449;27450;27451;27452;27453;27454;27455;27456;27457;27458;27459;27460;27461;27462;27463;27464;27465;27466;27467;27468	3537;3538;3539;3540;3541;3542;3543;3544;3545;3546;5423;6223;6224;6361;6362;6363;6364;6365;6366;6367;6368;6369;6370;6371;6372;6373;6374;6375;6376;6377;6378;6379;6380;6520;6521;6522;6523;6851;6852;6853;6854;6855;6856;6946;6947;6948;6949;6950;6951;6952;6953;7957;8567;8568;8569;8570;8571;8572;8573;8574;8575;8576;8577;8578;12108;12109;12110;12111;12112;12113;12114;12115	3541;5423;6224;6380;6520;6856;6946;7957;8578;12108;12114	124	85

ENSMODG00000019327|ENSMODT00000042800;ENSMODG00000019327|ENSMODT00000024548	ENSMODG00000019327|ENSMODT00000042800;ENSMODG00000019327|ENSMODT00000024548	2;1	2;1	2;1	ENSMODG00000019327|ENSMODT00000042800;ENSMODG00000019327|ENSMODT00000024548	2	2	2	2	0	2	1	0	0	0	1	2	0	0	1	0	0	2	0	2	1	0	0	0	1	2	0	0	1	0	0	2	0	2	1	0	0	0	1	2	0	0	1	0	0	2	3	3	3	78.564	726	726;878	0	2.8939		By MS/MS	By matching				By matching	By MS/MS			By matching			By matching	0	3	1.5	0	0	0	1.5	3	0	0	1.5	0	0	3	640910	0	260370	16067	0	0	0	88272	197400	0	0	13722	0	0	65072	0	129780	0	0	0	0	0	46128	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2				402	792;1031	True;True	854;1100	8358;8359;8360;8361;10875;10876;10877;10878;10879	3789;4891	3789;4891		

ENSMODG00000019373|ENSMODT00000024602;ENSMODG00000025003|ENSMODT00000038135;ENSMODG00000023514|ENSMODT00000031775	ENSMODG00000019373|ENSMODT00000024602;ENSMODG00000025003|ENSMODT00000038135;ENSMODG00000023514|ENSMODT00000031775	2;1;1	2;1;1	2;1;1	ENSMODG00000019373|ENSMODT00000024602;ENSMODG00000025003|ENSMODT00000038135;ENSMODG00000023514|ENSMODT00000031775	3	2	2	2	1	2	2	1	0	1	2	2	0	0	1	1	0	2	1	2	2	1	0	1	2	2	0	0	1	1	0	2	1	2	2	1	0	1	2	2	0	0	1	1	0	2	28.8	28.8	28.8	14.313	118	118;118;118	0	58.565	By matching	By MS/MS	By matching	By matching		By matching	By MS/MS	By MS/MS			By MS/MS	By MS/MS		By matching	11	28.8	28.8	11	0	11	28.8	28.8	0	0	11	11	0	28.8	3111900	20423	1701800	63575	22644	0	32299	359330	502940	0	0	139660	68896	0	200330	0	1059300	47629	0	0	0	78283	75464	0	0	0	0	0	81431	0	2	0	0	0	0	1	1	0	0	1	1	0	0	6				403	759;2071	True;True	821;2193	8056;8057;8058;8059;8060;8061;8062;8063;8064;8065;22334;22335;22336;22337;22338	3659;3660;3661;3662;3663;9848	3661;9848		

ENSMODG00000019379|ENSMODT00000024607;ENSMODG00000000988|ENSMODT00000034224	ENSMODG00000019379|ENSMODT00000024607	5;1	4;1	4;1	ENSMODG00000019379|ENSMODT00000024607	2	5	4	4	3	2	3	3	2	1	5	5	3	0	3	2	1	4	2	1	2	2	1	1	4	4	2	0	2	2	1	3	2	1	2	2	1	1	4	4	2	0	2	2	1	3	31.5	27.6	27.6	22.589	203	203;661	0	14.22	By MS/MS	By matching	By matching	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching		By matching	By matching	By matching	By matching	16.3	12.3	16.3	16.3	12.3	3.9	31.5	31.5	16.3	0	19.2	15.3	3.9	27.6	2748900	114200	119740	147010	146680	30155	42126	715140	697300	108700	0	128440	139730	136230	223490	202920	0	0	0	0	0	222670	138710	0	0	133980	170080	0	117550	1	0	0	0	0	0	2	3	0	0	0	0	0	0	6				404	76;864;1027;1126;2744	True;True;False;True;True	83;929;1096;1196;2899	761;762;763;764;765;766;767;768;769;9174;9175;9176;9177;9178;10831;10832;10833;10834;10835;10836;10837;10838;10839;10840;11865;11866;11867;11868;11869;28999;29000;29001;29002;29003;29004;29005;29006;29007	367;4156;4157;4882;5383;12767;12768	367;4157;4882;5383;12768		

ENSMODG00000019574|ENSMODT00000024854;ENSMODG00000015787|ENSMODT00000020047	ENSMODG00000019574|ENSMODT00000024854	4;1	4;1	4;1	ENSMODG00000019574|ENSMODT00000024854	2	4	4	4	3	0	3	2	1	1	0	1	2	0	1	1	2	1	3	0	3	2	1	1	0	1	2	0	1	1	2	1	3	0	3	2	1	1	0	1	2	0	1	1	2	1	63.6	63.6	63.6	13.715	118	118;118	0	9.032	By MS/MS		By MS/MS	By matching	By matching	By matching		By matching	By matching		By MS/MS	By matching	By matching	By matching	50.8	0	42.4	22	21.2	12.7	0	9.3	22	0	9.3	9.3	22	9.3	1314000	481770	0	100860	70720	55705	19295	0	193400	52068	0	188990	76967	15208	59000	0	0	83653	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	4				405	117;194;500;1803	True;True;True;True	126;211;539;1907	1139;1140;2063;2064;2065;2066;2067;5470;5471;5472;5473;5474;5475;5476;5477;5478;19345;19346	546;1025;2519;8566	546;1025;2519;8566		

ENSMODG00000019654|ENSMODT00000024954	ENSMODG00000019654|ENSMODT00000024954	1	1	1	ENSMODG00000019654|ENSMODT00000024954	1	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	4.2	4.2	4.2	31.404	285	285	0	2.4474	By matching		By matching	By MS/MS					By matching				By matching		4.2	0	4.2	4.2	0	0	0	0	4.2	0	0	0	4.2	0	142220	20360	0	16460	43383	0	0	0	0	36178	0	0	0	25844	0	0	0	0	0	0	0	0	0	0	0	0	0	67792	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1				406	2721	True	2875	28785;28786;28787;28788;28789;28790	12669	12669		

ENSMODG00000019689|ENSMODT00000024999	ENSMODG00000019689|ENSMODT00000024999	7	7	7	ENSMODG00000019689|ENSMODT00000024999	1	7	7	7	6	3	6	7	2	7	0	0	7	0	0	0	7	1	6	3	6	7	2	7	0	0	7	0	0	0	7	1	6	3	6	7	2	7	0	0	7	0	0	0	7	1	56.7	56.7	56.7	26.569	245	245	0	47.05	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By MS/MS				By MS/MS	By matching	52.7	18.8	51	56.7	21.2	56.7	0	0	56.7	0	0	0	56.7	5.7	23774000	2440600	310920	4147800	5005900	1419900	1819300	0	0	3574400	0	0	0	5036200	18860	2704300	589630	4015600	3323000	7615600	2451600	0	0	1920300	0	0	0	10648000	0	3	1	5	5	2	6	0	0	2	0	0	0	12	0	36				407	185;1048;1590;1629;1846;1992;2410	True;True;True;True;True;True;True	202;1117;1673;1713;1954;2107;2549	1995;1996;1997;1998;1999;2000;2001;11016;11017;11018;11019;11020;11021;11022;11023;11024;17062;17063;17064;17065;17066;17067;17068;17069;17070;17462;17463;17464;17465;17466;17467;17468;17469;17470;17471;17472;17473;17474;19827;19828;19829;19830;19831;19832;21399;21400;21401;21402;21403;21404;21405;25577;25578;25579;25580;25581;25582;25583;25584;25585;25586;25587;25588;25589;25590	1001;1002;1003;4951;4952;4953;4954;4955;4956;4957;7612;7613;7614;7615;7616;7779;7780;7781;8790;8791;8792;8793;9443;9444;9445;9446;9447;11253;11254;11255;11256;11257;11258;11259;11260;11261	1002;4953;7615;7779;8790;9443;11256		

ENSMODG00000019753|ENSMODT00000025091	ENSMODG00000019753|ENSMODT00000025091	3	3	3	ENSMODG00000019753|ENSMODT00000025091	1	3	3	3	3	1	3	2	1	2	2	2	3	0	0	0	1	2	3	1	3	2	1	2	2	2	3	0	0	0	1	2	3	1	3	2	1	2	2	2	3	0	0	0	1	2	21.1	21.1	21.1	14.508	123	123	0	9.6203	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS				By matching	By matching	21.1	5.7	21.1	13.8	7.3	13.8	15.4	15.4	21.1	0	0	0	8.1	15.4	3712300	413200	152370	666480	268100	100690	511540	147890	557760	634850	0	0	0	33831	225570	534980	0	423260	0	0	487350	169740	223810	396000	0	0	0	0	247140	2	0	1	0	1	1	0	1	1	0	0	0	0	0	7				408	2496;2572;2717	True;True;True	2641;2721;2871	26530;26531;26532;26533;26534;26535;27357;27358;27359;27360;27361;27362;27363;27364;27365;27366;28757;28758;28759;28760;28761;28762;28763	11692;12084;12085;12656;12657;12658;12659	11692;12085;12659		

ENSMODG00000019755|ENSMODT00000025094	ENSMODG00000019755|ENSMODT00000025094	2	2	2	ENSMODG00000019755|ENSMODT00000025094	1	2	2	2	2	0	2	2	1	0	0	0	1	0	0	0	0	0	2	0	2	2	1	0	0	0	1	0	0	0	0	0	2	0	2	2	1	0	0	0	1	0	0	0	0	0	19.1	19.1	19.1	17.891	162	162	0	2.6361	By MS/MS		By MS/MS	By matching	By matching				By matching						19.1	0	19.1	19.1	11.7	0	0	0	11.7	0	0	0	0	0	329610	139980	0	41240	90875	32943	0	0	0	24568	0	0	0	0	0	140150	0	0	68503	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4				409	123;841	True;True	132;903	1180;1181;1182;8846;8847;8848;8849;8850	565;566;3996;3997	566;3996		

ENSMODG00000019764|ENSMODT00000025103	ENSMODG00000019764|ENSMODT00000025103	22	22	20	ENSMODG00000019764|ENSMODT00000025103	1	22	22	20	19	11	20	19	6	20	3	7	21	1	5	5	21	3	19	11	20	19	6	20	3	7	21	1	5	5	21	3	18	10	18	17	6	18	3	5	19	1	4	4	19	3	41.1	41.1	39.4	72.451	657	657	0	125.47	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	By MS/MS	By matching	35.9	24.8	38.4	35.6	12.9	38.4	5.9	15.5	38.5	2.7	10.7	11.4	38.4	5.2	23382000	2698700	654110	5086700	3907500	404200	2272600	112440	409180	4752100	29141	318510	208180	2488900	39801	3748800	242280	3696100	5149700	1449800	2967000	105550	120350	2984400	0	212070	184000	4244300	70784	10	1	11	16	2	12	0	0	13	0	1	0	13	0	79				410	118;572;1005;1140;1147;1175;1177;1251;1255;1354;1399;1676;1785;1836;2101;2224;2314;2358;2489;2576;2617;2645	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	127;615;1073;1211;1219;1247;1249;1327;1331;1432;1477;1760;1889;1944;2225;2356;2449;2496;2634;2725;2767;2798	1141;1142;1143;1144;1145;1146;1147;1148;6200;6201;6202;6203;6204;6205;6206;6207;6208;10636;10637;10638;10639;10640;12001;12002;12003;12004;12005;12006;12007;12008;12009;12010;12011;12012;12013;12014;12015;12086;12087;12088;12089;12090;12091;12092;12093;12094;12095;12096;12097;12098;12099;12100;12361;12362;12363;12364;12365;12366;12367;12368;12374;12375;12376;13214;13215;13216;13217;13218;13219;13220;13221;13244;13245;13246;13247;13248;13249;13250;13251;13252;13253;14323;14324;14325;14326;14327;14328;14329;14330;14331;14332;14333;14334;14335;14841;14842;14843;14844;14845;14846;14847;14848;14849;14850;14851;14852;14853;14854;17948;17949;17950;17951;17952;17953;17954;17955;17956;19193;19194;19195;19196;19197;19198;19199;19200;19752;19753;19754;19755;19756;19757;19758;19759;19760;22581;22582;22583;22584;22585;22586;22587;23786;23787;23788;23789;23790;23791;23792;23793;23794;23795;23796;23797;24704;24705;24706;24707;24708;24709;24710;24711;24712;25096;25097;25098;25099;25100;25101;25102;25103;25104;25105;25106;25107;25108;25109;25110;26476;26477;26478;26479;26480;26481;26482;26483;26484;26485;27380;27381;27382;27383;27384;27385;27386;27387;27755;27756;28046;28047;28048;28049;28050;28051;28052;28053;28054;28055;28056;28057	547;2835;4777;5441;5442;5443;5444;5445;5474;5475;5476;5477;5586;5587;5588;5591;5984;5985;5986;5987;5995;5996;5997;5998;5999;6000;6434;6435;6617;6618;6619;6620;6621;6622;7965;7966;8503;8504;8505;8506;8507;8508;8757;8758;8759;8760;8761;9943;9944;9945;10491;10492;10493;10494;10495;10496;10497;10882;10883;10884;10885;11027;11028;11029;11030;11671;11672;11673;11674;11675;11676;11677;12090;12091;12092;12093;12223;12224;12366	547;2835;4777;5445;5475;5586;5591;5984;5995;6434;6618;7965;8506;8759;9943;10495;10884;11027;11672;12090;12223;12366		

ENSMODG00000019803|ENSMODT00000025155;ENSMODG00000024570|ENSMODT00000036237	ENSMODG00000019803|ENSMODT00000025155	8;3	8;3	8;3	ENSMODG00000019803|ENSMODT00000025155	2	8	8	8	5	3	6	6	7	4	3	4	6	0	1	1	1	4	5	3	6	6	7	4	3	4	6	0	1	1	1	4	5	3	6	6	7	4	3	4	6	0	1	1	1	4	39.4	39.4	39.4	27.129	254	254;356	0	36.065	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By matching	By matching	By MS/MS	29.9	17.7	32.7	32.7	35.4	23.6	17.7	23.6	32.7	0	8.7	8.7	5.1	23.6	9154100	1057800	779470	648670	1047800	1874400	506430	426320	1205800	1159500	0	101250	73415	12611	260630	913050	1000400	739610	839110	4385800	1340600	821980	459530	908790	0	0	0	0	416700	4	1	2	2	6	2	3	1	4	0	1	0	0	1	27				411	495;827;856;857;1143;1152;2028;2238	True;True;True;True;True;True;True;True	534;889;921;922;1214;1224;2146;2370	5407;5408;5409;5410;5411;5412;5413;5414;5415;5416;5417;8678;8679;8680;8681;8682;8683;8684;8685;9088;9089;9090;9091;9092;9093;9094;9095;9096;9097;9098;12036;12037;12038;12039;12040;12041;12042;12043;12044;12139;12140;12141;12142;21760;23931;23932;23933;23934;23935;23936;23937;23938;23939;23940;23941;23942	2485;2486;2487;2488;2489;2490;3932;3933;4120;4121;4122;4123;4124;5449;5450;5488;5489;9584;10535;10536;10537;10538;10539;10540;10541;10542;10543	2486;3933;4123;4124;5449;5489;9584;10542		

ENSMODG00000019822|ENSMODT00000035875	ENSMODG00000019822|ENSMODT00000035875	6	6	6	ENSMODG00000019822|ENSMODT00000035875	1	6	6	6	6	0	6	6	1	4	1	3	6	0	1	1	5	2	6	0	6	6	1	4	1	3	6	0	1	1	5	2	6	0	6	6	1	4	1	3	6	0	1	1	5	2	6.9	6.9	6.9	86.541	783	783	0	9.3546	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By matching	6.9	0	6.9	6.9	1.5	4.3	1.5	3.8	6.9	0	1.5	1.5	5.6	2.6	15543000	7665900	0	1180500	1847700	495960	352180	294340	582810	1556500	0	244890	296820	908490	117080	5619200	0	1406000	1218300	3745100	412090	365060	248550	1006100	0	191770	685250	1472100	197830	5	0	3	2	2	1	0	2	1	0	1	1	2	0	20				412	146;1663;1664;2222;2306;2687	True;True;True;True;True;True	155;1747;1748;2354;2441;2841	1411;1412;1413;1414;1415;1416;1417;17817;17818;17819;17820;17821;17822;17823;17824;17825;17826;17827;17828;17829;17830;17831;17832;17833;17834;17835;17836;23773;23774;23775;23776;23777;24618;24619;24620;24621;24622;24623;24624;24625;24626;28452;28453;28454;28455;28456;28457;28458;28459;28460;28461;28462;28463;28464;28465;28466;28467;28468;28469;28470;28471;28472;28473;28474;28475;28476	682;7907;7908;7909;7910;10488;10842;12531;12532;12533;12534;12535;12536;12537;12538;12539;12540;12541;12542;12543	682;7907;7908;10488;10842;12539		

